Category,Subcategory,Parameter,Parameter_ID,Unit,Requirement,Requirement_Min,Requirement_Max,Preferred_Value,Comparison_Type,Weight,Critical,Vendor,Model,Vendor_Value,Test_Condition,Source,Source_Date,Remarks
Commercial,Cost,Taxes/Duties,P218,₹,,,,,Lower_Better,1,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
Commercial,Cost,Total Delivered Cost,P219,₹,,,,,Lower_Better,3,NO,Hopewind,Central PCS,,,,,Data Pending
Commercial,Cost,Total Delivered Cost,P219,₹,,,,,Lower_Better,3,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
Commercial,Cost,Total Delivered Cost,P219,₹,,,,,Lower_Better,3,NO,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
Commercial,Cost,Total Delivered Cost,P219,₹,,,,,Lower_Better,3,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
Commercial,Cost,Total Delivered Cost,P219,₹,,,,,Lower_Better,3,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
Commercial,Calc,Total Cost per MW,P220,₹/MW,,,,,Lower_Better,4,NO,Hopewind,Central PCS,,,,,Data Pending
Commercial,Calc,Total Cost per MW,P220,₹/MW,,,,,Lower_Better,4,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
Commercial,Calc,Total Cost per MW,P220,₹/MW,,,,,Lower_Better,4,NO,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
Commercial,Calc,Total Cost per MW,P220,₹/MW,,,,,Lower_Better,4,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
Commercial,Calc,Total Cost per MW,P220,₹/MW,,,,,Lower_Better,4,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
