Category,Subcategory,Parameter,Parameter_ID,Unit,Requirement,Requirement_Min,Requirement_Max,Preferred_Value,Comparison_Type,Weight,Critical,Vendor,Model,Vendor_Value,Test_Condition,Source,Source_Date,Remarks
AC Electrical,Freq,Frequency Range,P038,Hz,47.5-51.5,,,,Range,2,NO,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
AC Electrical,Freq,Frequency Range,P038,Hz,47.5-51.5,,,,Range,2,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
AC Electrical,Freq,Frequency Range,P038,Hz,47.5-51.5,,,,Range,2,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
AC Electrical,Current,Rated AC Current,P039,A,,,,,Higher_Better,2,NO,Hopewind,Central PCS,,,,,Data Pending
AC Electrical,Current,Rated AC Current,P039,A,,,,,Higher_Better,2,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
AC Electrical,Current,Rated AC Current,P039,A,,,,,Higher_Better,2,NO,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
AC Electrical,Current,Rated AC Current,P039,A,,,,,Higher_Better,2,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
AC Electrical,Current,Rated AC Current,P039,A,,,,,Higher_Better,2,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
AC Electrical,Current,Maximum AC Current,P040,A,,,,,Higher_Better,2,NO,Hopewind,Central PCS,,,,,Data Pending
AC Electrical,Current,Maximum AC Current,P040,A,,,,,Higher_Better,2,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
AC Electrical,Current,Maximum AC Current,P040,A,,,,,Higher_Better,2,NO,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
AC Electrical,Current,Maximum AC Current,P040,A,,,,,Higher_Better,2,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
AC Electrical,Current,Maximum AC Current,P040,A,,,,,Higher_Better,2,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
AC Electrical,PF,Power Factor Range,P041,,-1 to +1,,,,Range,3,NO,Hopewind,Central PCS,-1 to +1,,Datasheet,2026-08-01,
AC Electrical,PF,Power Factor Range,P041,,-1 to +1,,,,Range,3,NO,Hoymiles,HPCS2500-E-S,-1 to +1,,Datasheet,2026-08-01,
AC Electrical,PF,Power Factor Range,P041,,-1 to +1,,,,Range,3,NO,Sineng,EH-1250/1725-HC/HB-UD,-1 to +1,,Datasheet,2026-08-01,
AC Electrical,PF,Power Factor Range,P041,,-1 to +1,,,,Range,3,NO,FIMER,PVS980-58BC 2500kVA,-1 to +1,,Datasheet,2026-08-01,
AC Electrical,PF,Power Factor Range,P041,,-1 to +1,,,,Range,3,NO,Inovance,IES920-07-2500-C-D-EU,-1 to +1,,Datasheet,2026-08-01,
AC Electrical,Reactive,Reactive Power,P042,kVAr,,,,,Higher_Better,2,NO,Hopewind,Central PCS,,,,,Data Pending
AC Electrical,Reactive,Reactive Power,P042,kVAr,,,,,Higher_Better,2,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
AC Electrical,Reactive,Reactive Power,P042,kVAr,,,,,Higher_Better,2,NO,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
AC Electrical,Reactive,Reactive Power,P042,kVAr,,,,,Higher_Better,2,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
AC Electrical,Reactive,Reactive Power,P042,kVAr,,,,,Higher_Better,2,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
AC Electrical,Reactive,Reactive Power at Rated Power,P043,kVAr,,,,,Higher_Better,2,NO,Hopewind,Central PCS,,,,,Data Pending
AC Electrical,Reactive,Reactive Power at Rated Power,P043,kVAr,,,,,Higher_Better,2,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
AC Electrical,Reactive,Reactive Power at Rated Power,P043,kVAr,,,,,Higher_Better,2,NO,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
AC Electrical,Reactive,Reactive Power at Rated Power,P043,kVAr,,,,,Higher_Better,2,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
AC Electrical,Reactive,Reactive Power at Rated Power,P043,kVAr,,,,,Higher_Better,2,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
AC Electrical,Quality,THDi,P044,%,≤ 3,,3,2,Lower_Better,4,NO,Hopewind,Central PCS,3,,Datasheet,2026-08-01,
AC Electrical,Quality,THDi,P044,%,≤ 3,,3,2,Lower_Better,4,NO,Hoymiles,HPCS2500-E-S,3,,Datasheet,2026-08-01,
AC Electrical,Quality,THDi,P044,%,≤ 3,,3,2,Lower_Better,4,NO,Sineng,EH-1250/1725-HC/HB-UD,3,,Datasheet,2026-08-01,
AC Electrical,Quality,THDi,P044,%,≤ 3,,3,2,Lower_Better,4,NO,FIMER,PVS980-58BC 2500kVA,3,,Datasheet,2026-08-01,
AC Electrical,Quality,THDi,P044,%,≤ 3,,3,2,Lower_Better,4,NO,Inovance,IES920-07-2500-C-D-EU,3,,Datasheet,2026-08-01,
AC Electrical,Quality,DC Injection,P045,%,≤ 0.5,,0.5,,Lower_Better,2,NO,Hopewind,Central PCS,0.5,,Datasheet,2026-08-01,
AC Electrical,Quality,DC Injection,P045,%,≤ 0.5,,0.5,,Lower_Better,2,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
AC Electrical,Quality,DC Injection,P045,%,≤ 0.5,,0.5,,Lower_Better,2,NO,Sineng,EH-1250/1725-HC/HB-UD,0.5,,Datasheet,2026-08-01,
AC Electrical,Quality,DC Injection,P045,%,≤ 0.5,,0.5,,Lower_Better,2,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
AC Electrical,Quality,DC Injection,P045,%,≤ 0.5,,0.5,,Lower_Better,2,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
AC Electrical,Quality,AC Voltage THD,P046,%,≤ 3,,3,,Lower_Better,2,NO,Hopewind,Central PCS,,,,,Data Pending
AC Electrical,Quality,AC Voltage THD,P046,%,≤ 3,,3,,Lower_Better,2,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
AC Electrical,Quality,AC Voltage THD,P046,%,≤ 3,,3,,Lower_Better,2,NO,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
AC Electrical,Quality,AC Voltage THD,P046,%,≤ 3,,3,,Lower_Better,2,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
AC Electrical,Quality,AC Voltage THD,P046,%,≤ 3,,3,,Lower_Better,2,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
AC Electrical,Config,Three Phase,P047,,YES,,,,Boolean,1,NO,Hopewind,Central PCS,,,,,Data Pending
AC Electrical,Config,Three Phase,P047,,YES,,,,Boolean,1,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
AC Electrical,Config,Three Phase,P047,,YES,,,,Boolean,1,NO,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
AC Electrical,Config,Three Phase,P047,,YES,,,,Boolean,1,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
AC Electrical,Config,Three Phase,P047,,YES,,,,Boolean,1,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
AC Electrical,Config,Grid Connection Type,P048,,,,,,Text,1,NO,Hopewind,Central PCS,,,,,Data Pending
AC Electrical,Config,Grid Connection Type,P048,,,,,,Text,1,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
AC Electrical,Config,Grid Connection Type,P048,,,,,,Text,1,NO,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
AC Electrical,Config,Grid Connection Type,P048,,,,,,Text,1,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
AC Electrical,Config,Grid Connection Type,P048,,,,,,Text,1,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
Performance & Efficiency,Efficiency,Maximum Efficiency,P049,%,≥ 99,99,,99,Higher_Better,5,NO,Hopewind,Central PCS,98.5,,Datasheet,2026-08-01,
Performance & Efficiency,Efficiency,Maximum Efficiency,P049,%,≥ 99,99,,99,Higher_Better,5,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
Performance & Efficiency,Efficiency,Maximum Efficiency,P049,%,≥ 99,99,,99,Higher_Better,5,NO,Sineng,EH-1250/1725-HC/HB-UD,99,,Datasheet,2026-08-01,
Performance & Efficiency,Efficiency,Maximum Efficiency,P049,%,≥ 99,99,,99,Higher_Better,5,NO,FIMER,PVS980-58BC 2500kVA,98.8,,Datasheet,2026-08-01,
Performance & Efficiency,Efficiency,Maximum Efficiency,P049,%,≥ 99,99,,99,Higher_Better,5,NO,Inovance,IES920-07-2500-C-D-EU,99,,Datasheet,2026-08-01,
Performance & Efficiency,Efficiency,Efficiency @ 10% Load,P050,%,,,,,Higher_Better,1,NO,Hopewind,Central PCS,,,,,Data Pending
Performance & Efficiency,Efficiency,Efficiency @ 10% Load,P050,%,,,,,Higher_Better,1,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
Performance & Efficiency,Efficiency,Efficiency @ 10% Load,P050,%,,,,,Higher_Better,1,NO,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
Performance & Efficiency,Efficiency,Efficiency @ 10% Load,P050,%,,,,,Higher_Better,1,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
Performance & Efficiency,Efficiency,Efficiency @ 10% Load,P050,%,,,,,Higher_Better,1,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
Performance & Efficiency,Efficiency,Efficiency @ 25% Load,P051,%,,,,,Higher_Better,2,NO,Hopewind,Central PCS,,,,,Data Pending
Performance & Efficiency,Efficiency,Efficiency @ 25% Load,P051,%,,,,,Higher_Better,2,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
Performance & Efficiency,Efficiency,Efficiency @ 25% Load,P051,%,,,,,Higher_Better,2,NO,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
Performance & Efficiency,Efficiency,Efficiency @ 25% Load,P051,%,,,,,Higher_Better,2,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
Performance & Efficiency,Efficiency,Efficiency @ 25% Load,P051,%,,,,,Higher_Better,2,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
Performance & Efficiency,Efficiency,Efficiency @ 50% Load,P052,%,≥ 98,98,,,Higher_Better,4,NO,Hopewind,Central PCS,,,,,Data Pending
Performance & Efficiency,Efficiency,Efficiency @ 50% Load,P052,%,≥ 98,98,,,Higher_Better,4,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
Performance & Efficiency,Efficiency,Efficiency @ 50% Load,P052,%,≥ 98,98,,,Higher_Better,4,NO,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
Performance & Efficiency,Efficiency,Efficiency @ 50% Load,P052,%,≥ 98,98,,,Higher_Better,4,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
Performance & Efficiency,Efficiency,Efficiency @ 50% Load,P052,%,≥ 98,98,,,Higher_Better,4,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
Performance & Efficiency,Efficiency,Efficiency @ 75% Load,P053,%,,,,,Higher_Better,2,NO,Hopewind,Central PCS,,,,,Data Pending
Performance & Efficiency,Efficiency,Efficiency @ 75% Load,P053,%,,,,,Higher_Better,2,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
Performance & Efficiency,Efficiency,Efficiency @ 75% Load,P053,%,,,,,Higher_Better,2,NO,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
Performance & Efficiency,Efficiency,Efficiency @ 75% Load,P053,%,,,,,Higher_Better,2,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
Performance & Efficiency,Efficiency,Efficiency @ 75% Load,P053,%,,,,,Higher_Better,2,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
Performance & Efficiency,Efficiency,Efficiency @ 100% Load,P054,%,≥ 98,98,,,Higher_Better,3,NO,Hopewind,Central PCS,,,,,Data Pending
Performance & Efficiency,Efficiency,Efficiency @ 100% Load,P054,%,≥ 98,98,,,Higher_Better,3,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
Performance & Efficiency,Efficiency,Efficiency @ 100% Load,P054,%,≥ 98,98,,,Higher_Better,3,NO,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
Performance & Efficiency,Efficiency,Efficiency @ 100% Load,P054,%,≥ 98,98,,,Higher_Better,3,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
Performance & Efficiency,Efficiency,Efficiency @ 100% Load,P054,%,≥ 98,98,,,Higher_Better,3,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
Performance & Efficiency,Efficiency,European Efficiency,P055,%,≥ 98.5,98.5,,,Higher_Better,4,NO,Hopewind,Central PCS,,,,,Data Pending
Performance & Efficiency,Efficiency,European Efficiency,P055,%,≥ 98.5,98.5,,,Higher_Better,4,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
Performance & Efficiency,Efficiency,European Efficiency,P055,%,≥ 98.5,98.5,,,Higher_Better,4,NO,Sineng,EH-1250/1725-HC/HB-UD,98,,Datasheet,2026-08-01,
Performance & Efficiency,Efficiency,European Efficiency,P055,%,≥ 98.5,98.5,,,Higher_Better,4,NO,FIMER,PVS980-58BC 2500kVA,98.5,,Datasheet,2026-08-01,
Performance & Efficiency,Efficiency,European Efficiency,P055,%,≥ 98.5,98.5,,,Higher_Better,4,NO,Inovance,IES920-07-2500-C-D-EU,99,,Datasheet,2026-08-01,
Performance & Efficiency,Efficiency,Weighted Efficiency,P056,%,,,,,Higher_Better,2,NO,Hopewind,Central PCS,,,,,Data Pending
Performance & Efficiency,Efficiency,Weighted Efficiency,P056,%,,,,,Higher_Better,2,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
Performance & Efficiency,Efficiency,Weighted Efficiency,P056,%,,,,,Higher_Better,2,NO,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
Performance & Efficiency,Efficiency,Weighted Efficiency,P056,%,,,,,Higher_Better,2,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
Performance & Efficiency,Efficiency,Weighted Efficiency,P056,%,,,,,Higher_Better,2,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
Performance & Efficiency,Aux,Standby Power,P057,W,,,,,Lower_Better,2,NO,Hopewind,Central PCS,,,,,Data Pending
Performance & Efficiency,Aux,Standby Power,P057,W,,,,,Lower_Better,2,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
Performance & Efficiency,Aux,Standby Power,P057,W,,,,,Lower_Better,2,NO,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
Performance & Efficiency,Aux,Standby Power,P057,W,,,,,Lower_Better,2,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
Performance & Efficiency,Aux,Standby Power,P057,W,,,,,Lower_Better,2,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
Performance & Efficiency,Aux,Standby Consumption,P058,W,,,,,Lower_Better,1,NO,Hopewind,Central PCS,,,,,Data Pending
Performance & Efficiency,Aux,Standby Consumption,P058,W,,,,,Lower_Better,1,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
Performance & Efficiency,Aux,Standby Consumption,P058,W,,,,,Lower_Better,1,NO,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
Performance & Efficiency,Aux,Standby Consumption,P058,W,,,,,Lower_Better,1,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
Performance & Efficiency,Aux,Standby Consumption,P058,W,,,,,Lower_Better,1,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
Performance & Efficiency,Aux,Night-time Consumption,P059,W,,,,,Lower_Better,1,NO,Hopewind,Central PCS,,,,,Data Pending
Performance & Efficiency,Aux,Night-time Consumption,P059,W,,,,,Lower_Better,1,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
Performance & Efficiency,Aux,Night-time Consumption,P059,W,,,,,Lower_Better,1,NO,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
Performance & Efficiency,Aux,Night-time Consumption,P059,W,,,,,Lower_Better,1,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
Performance & Efficiency,Aux,Night-time Consumption,P059,W,,,,,Lower_Better,1,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
Performance & Efficiency,Aux,Auxiliary Consumption,P060,W,,,,,Lower_Better,2,NO,Hopewind,Central PCS,,,,,Data Pending
Performance & Efficiency,Aux,Auxiliary Consumption,P060,W,,,,,Lower_Better,2,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
Performance & Efficiency,Aux,Auxiliary Consumption,P060,W,,,,,Lower_Better,2,NO,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
Performance & Efficiency,Aux,Auxiliary Consumption,P060,W,,,,,Lower_Better,2,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
Performance & Efficiency,Aux,Auxiliary Consumption,P060,W,,,,,Lower_Better,2,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
Overload Capability,Overload,105% Overload Duration,P061,s,,,,,Higher_Better,1,NO,Hopewind,Central PCS,,,,,Data Pending
Overload Capability,Overload,105% Overload Duration,P061,s,,,,,Higher_Better,1,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
Overload Capability,Overload,105% Overload Duration,P061,s,,,,,Higher_Better,1,NO,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
Overload Capability,Overload,105% Overload Duration,P061,s,,,,,Higher_Better,1,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
Overload Capability,Overload,105% Overload Duration,P061,s,,,,,Higher_Better,1,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
Overload Capability,Overload,110% Overload Duration,P062,s,≥ 60,60,,,Higher_Better,3,NO,Hopewind,Central PCS,,,,,Data Pending
Overload Capability,Overload,110% Overload Duration,P062,s,≥ 60,60,,,Higher_Better,3,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
Overload Capability,Overload,110% Overload Duration,P062,s,≥ 60,60,,,Higher_Better,3,NO,Sineng,EH-1250/1725-HC/HB-UD,120,,Datasheet,2026-08-01,
Overload Capability,Overload,110% Overload Duration,P062,s,≥ 60,60,,,Higher_Better,3,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
Overload Capability,Overload,110% Overload Duration,P062,s,≥ 60,60,,,Higher_Better,3,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
Overload Capability,Overload,120% Overload Duration,P063,s,≥ 60,60,,,Higher_Better,2,NO,Hopewind,Central PCS,,,,,Data Pending
Overload Capability,Overload,120% Overload Duration,P063,s,≥ 60,60,,,Higher_Better,2,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
Overload Capability,Overload,120% Overload Duration,P063,s,≥ 60,60,,,Higher_Better,2,NO,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
Overload Capability,Overload,120% Overload Duration,P063,s,≥ 60,60,,,Higher_Better,2,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
Overload Capability,Overload,120% Overload Duration,P063,s,≥ 60,60,,,Higher_Better,2,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
Overload Capability,Overload,125% Overload Duration,P064,s,,,,,Higher_Better,1,NO,Hopewind,Central PCS,,,,,Data Pending
Overload Capability,Overload,125% Overload Duration,P064,s,,,,,Higher_Better,1,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
Overload Capability,Overload,125% Overload Duration,P064,s,,,,,Higher_Better,1,NO,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
Overload Capability,Overload,125% Overload Duration,P064,s,,,,,Higher_Better,1,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
Overload Capability,Overload,125% Overload Duration,P064,s,,,,,Higher_Better,1,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
Overload Capability,Overload,150% Overload Duration,P065,s,,,,,Higher_Better,1,NO,Hopewind,Central PCS,,,,,Data Pending
Overload Capability,Overload,150% Overload Duration,P065,s,,,,,Higher_Better,1,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
Overload Capability,Overload,150% Overload Duration,P065,s,,,,,Higher_Better,1,NO,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
Overload Capability,Overload,150% Overload Duration,P065,s,,,,,Higher_Better,1,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
Overload Capability,Overload,150% Overload Duration,P065,s,,,,,Higher_Better,1,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
Overload Capability,Current,Maximum AC Current (Overload),P066,A,,,,,Higher_Better,2,NO,Hopewind,Central PCS,,,,,Data Pending
Overload Capability,Current,Maximum AC Current (Overload),P066,A,,,,,Higher_Better,2,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
Overload Capability,Current,Maximum AC Current (Overload),P066,A,,,,,Higher_Better,2,NO,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
Overload Capability,Current,Maximum AC Current (Overload),P066,A,,,,,Higher_Better,2,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
Overload Capability,Current,Maximum AC Current (Overload),P066,A,,,,,Higher_Better,2,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
Overload Capability,Current,Maximum DC Current (Overload),P067,A,,,,,Higher_Better,2,NO,Hopewind,Central PCS,,,,,Data Pending
Overload Capability,Current,Maximum DC Current (Overload),P067,A,,,,,Higher_Better,2,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
Overload Capability,Current,Maximum DC Current (Overload),P067,A,,,,,Higher_Better,2,NO,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
Overload Capability,Current,Maximum DC Current (Overload),P067,A,,,,,Higher_Better,2,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
Overload Capability,Current,Maximum DC Current (Overload),P067,A,,,,,Higher_Better,2,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
Overload Capability,Fault,Short Circuit Current,P068,A,,,,,Higher_Better,2,NO,Hopewind,Central PCS,,,,,Data Pending
Overload Capability,Fault,Short Circuit Current,P068,A,,,,,Higher_Better,2,NO,Hoymiles,HPCS2500-E-S,8000,,Datasheet,2026-08-01,
Overload Capability,Fault,Short Circuit Current,P068,A,,,,,Higher_Better,2,NO,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
Overload Capability,Fault,Short Circuit Current,P068,A,,,,,Higher_Better,2,NO,FIMER,PVS980-58BC 2500kVA,66,,Datasheet,2026-08-01,
Overload Capability,Fault,Short Circuit Current,P068,A,,,,,Higher_Better,2,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
Overload Capability,Fault,Fault Current Contribution,P069,A,,,,,Higher_Better,2,NO,Hopewind,Central PCS,,,,,Data Pending
Overload Capability,Fault,Fault Current Contribution,P069,A,,,,,Higher_Better,2,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
Overload Capability,Fault,Fault Current Contribution,P069,A,,,,,Higher_Better,2,NO,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
Overload Capability,Fault,Fault Current Contribution,P069,A,,,,,Higher_Better,2,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
Overload Capability,Fault,Fault Current Contribution,P069,A,,,,,Higher_Better,2,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
Grid Support,Mode,Grid Following,P070,,YES,,,,Boolean,3,NO,Hopewind,Central PCS,YES,,Datasheet,2026-08-01,
Grid Support,Mode,Grid Following,P070,,YES,,,,Boolean,3,NO,Hoymiles,HPCS2500-E-S,YES,,Datasheet,2026-08-01,
Grid Support,Mode,Grid Following,P070,,YES,,,,Boolean,3,NO,Sineng,EH-1250/1725-HC/HB-UD,YES,,Datasheet,2026-08-01,
Grid Support,Mode,Grid Following,P070,,YES,,,,Boolean,3,NO,FIMER,PVS980-58BC 2500kVA,YES,,Datasheet,2026-08-01,
Grid Support,Mode,Grid Following,P070,,YES,,,,Boolean,3,NO,Inovance,IES920-07-2500-C-D-EU,YES,,Datasheet,2026-08-01,
Grid Support,Mode,Grid Forming,P071,,YES,,,,Boolean,5,YES,Hopewind,Central PCS,YES,,Datasheet,2026-08-01,
Grid Support,Mode,Grid Forming,P071,,YES,,,,Boolean,5,YES,Hoymiles,HPCS2500-E-S,YES,,Datasheet,2026-08-01,
Grid Support,Mode,Grid Forming,P071,,YES,,,,Boolean,5,YES,Sineng,EH-1250/1725-HC/HB-UD,YES,,Datasheet,2026-08-01,
Grid Support,Mode,Grid Forming,P071,,YES,,,,Boolean,5,YES,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
Grid Support,Mode,Grid Forming,P071,,YES,,,,Boolean,5,YES,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
Grid Support,RideThrough,LVRT,P072,,YES,,,,Boolean,5,YES,Hopewind,Central PCS,YES,,Datasheet,2026-08-01,
Grid Support,RideThrough,LVRT,P072,,YES,,,,Boolean,5,YES,Hoymiles,HPCS2500-E-S,YES,,Datasheet,2026-08-01,
Grid Support,RideThrough,LVRT,P072,,YES,,,,Boolean,5,YES,Sineng,EH-1250/1725-HC/HB-UD,YES,,Datasheet,2026-08-01,
Grid Support,RideThrough,LVRT,P072,,YES,,,,Boolean,5,YES,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
Grid Support,RideThrough,LVRT,P072,,YES,,,,Boolean,5,YES,Inovance,IES920-07-2500-C-D-EU,YES,,Datasheet,2026-08-01,
Grid Support,RideThrough,HVRT,P073,,YES,,,,Boolean,4,YES,Hopewind,Central PCS,YES,,Datasheet,2026-08-01,
Grid Support,RideThrough,HVRT,P073,,YES,,,,Boolean,4,YES,Hoymiles,HPCS2500-E-S,YES,,Datasheet,2026-08-01,
Grid Support,RideThrough,HVRT,P073,,YES,,,,Boolean,4,YES,Sineng,EH-1250/1725-HC/HB-UD,YES,,Datasheet,2026-08-01,
Grid Support,RideThrough,HVRT,P073,,YES,,,,Boolean,4,YES,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
Grid Support,RideThrough,HVRT,P073,,YES,,,,Boolean,4,YES,Inovance,IES920-07-2500-C-D-EU,YES,,Datasheet,2026-08-01,
Grid Support,RideThrough,Frequency Ride Through,P074,,YES,,,,Boolean,3,NO,Hopewind,Central PCS,,,,,Data Pending
Grid Support,RideThrough,Frequency Ride Through,P074,,YES,,,,Boolean,3,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
Grid Support,RideThrough,Frequency Ride Through,P074,,YES,,,,Boolean,3,NO,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
Grid Support,RideThrough,Frequency Ride Through,P074,,YES,,,,Boolean,3,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
Grid Support,RideThrough,Frequency Ride Through,P074,,YES,,,,Boolean,3,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
Grid Support,Control,Active Power Control,P075,,YES,,,,Boolean,3,NO,Hopewind,Central PCS,YES,,Datasheet,2026-08-01,
Grid Support,Control,Active Power Control,P075,,YES,,,,Boolean,3,NO,Hoymiles,HPCS2500-E-S,YES,,Datasheet,2026-08-01,
Grid Support,Control,Active Power Control,P075,,YES,,,,Boolean,3,NO,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
